ID,Timestamp,Tweet URL,Group,Collector,Category,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Teacher's Remarks,Reviewer,Review,Reviewer's Remarks
03-11,28/03/23 14:12:00,https://twitter.com/cinecinecine30/status/1482747377312493570,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@cinecinecine30,cinecinecine30,,Anonymous,09/23,150,1612,,"kahit naman walang pandemic. hinaharang mo ang pagbili ng mga military infra. so ULOL ka lang talaga. NPA REPRESENTATIVE NERI COLMENARES!
 
 HUWAG IBOTO!",,"Text, Reply",17/01/22 00:11,00-11.png,Emotional,1,0,0,0,,,Fabrication of Colmenares' ties to the CPP [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given. No Bio was given.,,,,,,Prickly-Turtle,OK,"Incorrect ""Joined"" date"
03-12,28/03/23 14:12:00,https://twitter.com/AmAFatDad1/status/1482749501299433473,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@AmAFatDad1,AmAFatDad,I AM.,Anonymous,10/16,162,231,,"@ColmenaresPH Para maubos na ang mga NPA. Sana nga tamaan ka na rin ng bala Colmenares. Kahit ligaw lang. At di mo naman kailangang intindihin iyan, basta kailangan iyan, para sa tulad niyo... Mga salot",,"Text, Reply",17/01/22 00:20,00-12.png,Emotional,3,0,0,0,,,Fabrication of Colmenares' ties to the CPP [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,,Prickly-Turtle,OK,"Incorrect ""Joined"" date"
03-13,28/03/23 14:12:00,https://twitter.com/BbmSdc/status/1482786994036125703,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@BbmSdc,Bbm Sdc,"Sara for Vp
 Bbm for President",Anonymous,01/10,217,177,,"@IceMixch @ColmenaresPH Para yan sa mga alipores ni colmenares, pra maubos na mga npa sa bundokðŸ¤£ðŸ¤£ðŸ¤£",,"Text, Reply",17/01/22 02:49,00-14.png,Emotional,3,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,,Prickly-Turtle,OK,"Incorrect ""Joined"" date"
03-14,28/03/23 14:12:00,https://twitter.com/joseb1221/status/1482877781948002305,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@joseb1221,Joselito Cabello,,Identified,07/25,710,57,,@ColmenaresPH Neri boy diba npa ka takot kna ba bka i battery ka ng armalight or gunship ka sa kuta mo?,,"Text, Reply",17/01/22 08:49,00-15.png,Emotional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given. No Bio was given.,,,,,,Prickly-Turtle,OK,"Incorrect ""Joined"" date"
03-15,28/03/23 14:12:00,https://twitter.com/Chicagobulls081/status/1482917342535241734,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@Chicagobulls081,Chicagobulls08,Bulls fan forever,Anonymous,01/08,8,1,,@ColmenaresPH It will be used to finished off terorist like you ... mga salot kasi kayo sa lipunan.. kayo ang nangugulo sa tahimik na bayan nato... neri you are a terrorist npa,,"Text, Reply",17/01/22 11:27,https://drive.google.com/file/d/140qqTE-XWyhBo26MMjcFu6XHKYU1UNHZ/view?usp=share_link,Emotional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,,Prickly-Turtle,OK,"Incorrect ""Joined"" date"
03-16,28/03/23 14:12:00,https://twitter.com/desertbum1012/status/1482949923226243076,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@desertbum1012,Douie,"I hate to see this country being shackled by the oligarch, after PRRD's departure.",Identified,04/22,23,13,"Duenas, Iloilo - lahing wak2","@ColmenaresPH COLMENARES, you are undeserving as a government officials. You better off go to mountain and stay with your comrades NPA.",,"Text, Reply",17/01/22 13:36,00-17.png,Transactional,0,0,0,0,,FAKE,Fabricated Colmenares' ties to the NPA to discredit him as a government official, ,,,,,,Prickly-Turtle,Mislabeled,"account type should be ""Anonymous""; content type should be ""Emotional""; Incorrect ""Joined"" date"
03-17,28/03/23 14:12:00,https://twitter.com/Tolits07721001/status/1482973181153533953,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@Tolits07721001,Tolits,,Identified,05/10,12,7,,@loidasandiego77 Hahaha pasalamat itong si colmenares at hindi pinutol ang titi nito kulang pa yan parusa sa kagaya nyang pasaway sa gobyerno at kahit sabhin nyang tinumbong pa hindi ko ibubuto ang isang kasapi ng teroristang npa,,"Text, Reply",17/01/22 15:08,https://drive.google.com/file/d/1woj-MPiel20FbsZZ3bDm6PMLWNHYFnz3/view?usp=share_link,Emotional,1,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given. No Bio was given.,,,,,,Prickly-Turtle,Mislabeled,"account type should be ""Anonymous""; Incorrect ""Joined"" date"
03-18,28/03/23 14:12:00,https://twitter.com/_Bhyron/status/1483202289594732544,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@_Bhyron,Bhyron,"Executive.Nurse.Isko
 â—Anti-Yellowâ—Anti-Commies â—Anti-Squammies",Identified,04/09,620,1065,,"@IceMixch @ColmenaresPH Alangan naman giyerahin ang sariling kasundaluhan, syempre ang mga alagad ni Colmenares na NPA at kailangan ba dapat may giyera para bumili? Palibhasa purp kayong mga troll ng Ina Nyo.",,"Text, Reply",18/01/22 06:19,00-19.png,Emotional,2,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,,Prickly-Turtle,Mislabeled,"account type should be ""Anonymous""; Incorrect ""Joined"" date"
03-19,28/03/23 14:12:00,https://twitter.com/bestofbest23200/status/1483239266444472323,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@bestofbest23200,BBMSARA UNITEAM,,Anonymous,12/12,537,903,Hong Kong,@ColmenaresPH mr.colmenares natatandaan nyo pa ho pa pag punta nyo dito sa hong kong ni gordon?tuwang tuwa ang mga tao di ho ba..ngayon ho wag na kayong magtangka kasi ikakampanya ko pong wag kayong iboto dahil salot kayo sa lipunan dahil isa rin kayo sa myembro malamang ng NPA,,"Text, Reply",18/01/22 08:46,https://drive.google.com/file/d/1yEqqaeNW8NozNrogiOWpEEMUDLN8_hBo/view?usp=share_link,Emotional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No Bio was given.,,,,,,Prickly-Turtle,OK,"Incorrect ""Joined"" date"
03-20,28/03/23 14:12:00,https://twitter.com/dozZ3h_Vbril/status/1483420625683517443,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@dozZ3h_Vbril,t ❤_💚 k! rO ツ,â¤ðŸ’šâœŒðŸ‘Š,Anonymous,09/03,2147,3130,,"aayyyssuus ðŸ˜‚ðŸ˜‚ðŸ˜‚
 
 anong pang lalaban ng Gov'https://t.co/OSOq9XChHy kasapi mong NPA laway na duduraan lang tunaw na kalaban? Takot ka lang Ka Neri ðŸ˜‚ðŸ˜‚ðŸ˜‚",,"Text, Reply",18/01/22 20:46,00-21.png,Transactional,2,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,,Prickly-Turtle,Mislabeled,"content type should be ""Emotional""; Incorrect ""Joined"" date"
03-21,28/03/23 14:12:00,https://twitter.com/David092661/status/1483430407521841152,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@David092661,Davidson Hanabi,âœŒï¸â¤ï¸ðŸ‘ŠðŸ’šðŸ‡µðŸ‡­,Identified,10/21,817,595,"Brgy. Hanabi MM, Davao City",@ColmenaresPH Huy Buteteng Neri...Tama lang na bumili ng gamit pang gera ang government. Para ubusin ang mga kasapi nyo na mga SALOT na NPA.,,"Text, Reply",18/01/22 21:25,00-23.png,Emotional,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022], ,,,,,,Prickly-Turtle,OK,"Incorrect ""Joined"" date; account name was recently changed into what looks like a different real name"
03-22,28/03/23 14:12:00,https://twitter.com/malibago_p/status/1483596564861915136,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@malibago_p,dei verbum,,Anonymous,09/07,188,72,"Mountain Brook, AL","mas totoo ito at may pagmamahal sa bayan kayda mga trapo at NPA enablers like gordick, virushonti, binay, delima, trillanes, Villanova, gatchalian, zubiri, trapoe, colmenares, jokeno",,"Text, Reply",19/01/22 08:25,00-23.png,Transactional,1,0,0,0,,FAKE,Fabricated Colmenares' ties to the NPA to paint another candidate to be more viable,No Bio was given.,,,,,,Prickly-Turtle,OK,"Incorrect ""Joined"" date; content type can also be ""Emotional"""
03-23,28/03/23 14:12:00,https://twitter.com/musikerong/status/1483663172330737664,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@musikerong,Musikerong Panday,"BOHEMIAN PARTY LIST. Guitar/Bass Player.
 Sinigang na Baboy Enthusiasts. That's My Boy Runner-Up (circa late 80's) Filipino Mukbang.",Anonymous,10/12,1413,7865,"Nimbin, New South Wales",@sandiego_gas Mahirap planohin ang manguryente ng titi ng iba niloloko tayo ni Neri Colminares sinungaling iyang NPA na iyan.,,"Text, Reply",19/01/22 12:50,https://drive.google.com/file/d/10wyJgpDneCf1nahgBRs8tJQCbzwqzh9_/view?usp=share_link,Emotional,1,0,0,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022], ,,,,,,Prickly-Turtle,OK,"Incorrect ""Joined"" date"
03-24,28/03/23 14:12:00,https://twitter.com/IlocanoStallion/status/1484008889628561408,03,"Morco, Michael Benjamin",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@IlocanoStallion,"Baba-bra, bakat-utong!!!",,Anonymous,01/19,921,570,,"@LilMsMalditaMD Samantalang mga recruits ng NPA (na kaibigan nina Bello, Colmenares, Elago, Casino at Zarate) 12 years old p lang ngsasanay nang pumatay (at sa babae,pakangkang kay Kumander)!!!",,"Text, Reply",20/01/22 11:44,https://drive.google.com/file/d/1mxqsvw9mENV2j-CKgNHiB7DlQHrLIFkS/view?usp=share_link,Rational,10,0,3,0,,FAKE,Fabrication of Colmenares' ties to the NPA [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],Fictitious location was given and redacted.No Bio was given.,,,,,,Prickly-Turtle,OK,"Incorrect ""Joined"" date; content type can also be ""Emotional"""
03-25,28/03/23 14:12:00,https://twitter.com/mysocmedlyf25/status/1484429447839494151,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@mysocmedlyf25,iamstrong ðŸ˜,,Anonymous,12/09,333,379,,A COMMUNIST ALLY like this person NERI COLMINARES should not be voted and get a post in the senate....guys NPA supporter yan a traitor to PH government ðŸ¤¨ðŸ¤¨,,"Text, Reply",21/01/22 15:35,00-26.png,Rational,1,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given. No Bio was given.,,,,,,Prickly-Turtle,Incorrect Format,"""Joined"" date formatted as MM/DD instead of MM/YY "
03-26,28/03/23 14:12:00,https://twitter.com/SonnyRobredo/status/1484461210900725766,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa neri,@SonnyRobredo,Sonny Robredo,kapansanan ang pagiging kakampink,Anonymous,10/09,69,212,,@ColmenaresPH Neri - inutil na recruiter ng NPA,,"Text, Reply",21/01/22 17:41,00-27.png,Rational,0,0,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,,Snazzy-Falcon,Incorrect Format,"""Joined"" date formatted as MM/DD instead of MM/YY "
03-27,28/03/23 14:12:00,https://twitter.com/DilawanFaQ/status/1484581465006362627,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@DilawanFaQ,I FAQ DILAWAN,LOOKING FOR FUBU,Anonymous,07/23,462,130,,@ColmenaresPH AYAW NA NI COLMENARES MAGPAKITA DITO SA PROBINSYA! KILALA KA NAMIN NA RECRUITER KA NG NPA! KAYA PANAY IWAS NIYO PA DITO KASAMA NA RIN SI ZARATE!,,"Text, Reply",22/01/22 01:39,00-28.png,Rational,1,2,0,0,,FAKE,Fabrication of Colmenares' ties to the CPP [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given.,,,,,,Snazzy-Falcon,"Incorrect Format, Mislabeled","""Joined"" date formatted as MM/DD instead of MM/YY. Content type should be ""Eomtional"" since tweet is personal and community related."
03-28,28/03/23 14:12:00,https://twitter.com/AlexBasa28/status/1484744316027568129,03,"Adorna, Juris Hannah",REDT,Neri Colmenares is affiliated with the CPP-NPA-NDF / is an ex-cadre of the CPP,npa colmenares,@AlexBasa28,Alex Basa,,Identified,07/24,29,0,,"@bigberde @khen0t24 @iMthinkingPinoy SMNI dyan yata ung interview sa isang nag surrender na rebel tapos ibinulgar nya ung pagiging lider ni NERI COLMENARES sa kilusang CPP-NDF NPA,.na tumatakbong SENADOR sa ilalim ni VP LENI",,"Text, Reply",22/01/22 12:26,00-29.png,Transactional,0,2,0,0,,UNPROVEN,Fabrication of Colmenares' ties to the CPP [https://abkd.rappler.com/160/false-kasapi-ng-cpp-npa-ndf-ang-makabayan-partylists-colmenares-labog-at-de-guzman/] [https://verafiles.org/articles/vera-files-fact-check-yearender-a-relentless-stream-of-red-tagging-in-2022],No location was given. No Bio was given.,,,,,,Snazzy-Falcon,"Incorrect Format, Mislabeled","""Joined"" date formatted as MM/DD instead of MM/YY. Account type should be ""Anonymous"" since name cannot be verified due to lack of bio and actual profile photo. Content type is not ""Transactional"" since no product, service, or ad was offered."
