Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views
2023-03-18 01:40:55.291354,https://twitter.com/kbk1ng/status/1636371663687413761,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@kbk1ng,kbk1ng,NFT & Crypto Enthusiast | kbk1ng.eth/.hbar | Banner: @IxMortals |,False,2011-01-25 23:56:55+00:00,1708,1387,,"JD from @InAMazeNFT has a potential to be on the MAIN stage at NFT NYC. He’s one of the most solid and talented dudes I’ve met in the space. You know he’ll rep @hedera well! It literally takes less than 30s to vote, so let’s rally and get him there! #HBARNFTs #NFT #HBARbarian",,text,2023-03-16 14:19:41+00:00,,,6823,1,5,0,917.0
2023-03-18 01:40:55.291354,https://twitter.com/KukoooT/status/1636356456726380545,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@KukoooT,kukooo tan,,False,2021-09-28 11:32:57+00:00,131,2,,@ChairAndyBau PAPANU PINAG AARAL RALLY NG RALLY/ WELGA NG WELGA ... NASA SCHOOL PUPUNTA SA BUNDOK HEHEH MATINO ANG BANSA GINUGULO... EH CNO BANG UMUPO AFTER 1986??? BAKIT D NYO SISIHIN,,text,2023-03-16 13:19:15+00:00,,,0,0,0,0,1.0
2023-03-18 01:40:55.291354,https://twitter.com/ch3rry_2022/status/1636348616553156609,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@ch3rry_2022,Cherry 🍒,My CHERRY amour 🍒,False,2020-04-22 14:19:39+00:00,1134,1192,,"Paki explain!

Lahat ng rally ng uniteam nung campaign period PUNONG PUNO hindi yan hakot. Sa Cebu na lang Kayong mga nagsasabing may dayaan kayo kayo maglokohan! https://t.co/nFecflTTbA",,text,2023-03-16 12:48:06+00:00,,,5525,4,17,0,1290.0
2023-03-18 01:40:55.291354,https://twitter.com/roger_cr89/status/1636346737014226944,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@roger_cr89,roger cero,,False,2013-09-06 17:16:04+00:00,190,131,"Ipoh, Malaysia","@carleygarner Imagine when natgas rally with oil, ng will be on steroids",,text,2023-03-16 12:40:38+00:00,,,8133,0,0,0,65.0
2023-03-18 01:40:55.291354,https://twitter.com/doremifaxu/status/1636339617866866688,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@doremifaxu,jo.,stream hai cheng! 🪁,False,2020-12-03 09:41:43+00:00,392,244,x. she/her 23,gago nagpakita na naman stamp rally pcs ng boochan 😭,,text,2023-03-16 12:12:21+00:00,,,11848,0,0,0,36.0
2023-03-18 01:40:56.464731,https://twitter.com/CMFT_Cyndi/status/1636334254522261504,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@CMFT_Cyndi,Cyndi👍🏻,"- Fan of DeaVy (Deanna and Ivy)                                                    
- Fan of Choco Mucho, F2, Ateneo and NU",False,2020-04-04 13:53:44+00:00,1266,2065,"National Capital Region, Repub",Pansin talaga na gumaganda mga floor defense ng bawat team kaya may long rally...but in  the end...the smartest team could ever win 👍🏻,,text,2023-03-16 11:51:02+00:00,,,192333,0,0,0,577.0
2023-03-18 01:40:56.464731,https://twitter.com/solxaraw/status/1636324584491479040,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@solxaraw,.,fly with me,False,2017-12-21 03:20:01+00:00,169,178,,Ako lang ba or ang OA ko lang taaga every time nakakarinig ako ng mga kanta nung rally naluluha ako and nalulungkot????? 🥺,,text,2023-03-16 11:12:37+00:00,,,28245,0,0,1,83.0
2023-03-18 01:40:56.464731,https://twitter.com/Maria_Sondakh69/status/1636315581744832512,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@Maria_Sondakh69,Maria sondakh,,False,2013-03-07 15:05:33+00:00,1,0,,"ng the rally as
a bodyguard of Preside
_USE_OUNASS_CODE_NAMSHI_COUPON_NOON_DISCOUNT_SIVVI_PROMO
t one evening my eye https://t.co/NCKsNZoBQN",,text,2023-03-16 10:36:50+00:00,,,0,0,0,0,
2023-03-18 01:40:56.464731,https://twitter.com/JizmundoRally/status/1636315014192836611,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@JizmundoRally,PuyraBuyag,"Chief designer @ AyButiki Apparel.

Basta para sa bansa at lahi ko..sali ako. Taglay ko ang Kaisipang Pilipino",False,2021-08-11 10:05:37+00:00,53,17,"Hongkong, Philippines","@anathemacrapola @little_b_o_y Pwede pong magtanong?
Natuloy po ba ang showing ng movie "" Ako si Ninoy""?",,text,2023-03-16 10:34:35+00:00,,,958,0,0,0,227.0
2023-03-18 01:40:56.464731,https://twitter.com/ScopeMarkets_NG/status/1636309463119327235,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@ScopeMarkets_NG,Scope Markets Nigeria,"Currency pairs, shares, commodities, indices & more
👉 24/5 support
👉 Webinars & seminars 
FSC regulated, 000274/325 and 000274/324
*Trading involves risk",False,2020-01-20 13:01:21+00:00,12,163,,The current rally will face resistance at 1.0660 and 1.0750 with support at 1.0500. A failure to drum support for the Euro could see the price drop below the current support.,,text,2023-03-16 10:12:31+00:00,,,390,0,0,0,6.0
2023-03-18 01:40:56.465729,https://twitter.com/FansAccountOnly/status/1636306419774377992,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@FansAccountOnly,N.DAWN,"BLESSED😇
#23sign that you are on the right path and that you should continue to progress forward.

This year 2023, all the Blessing is coming!🥇👸",False,2022-05-25 02:21:32+00:00,52,707,,Awettttt talaga Pldt😭ganda ng rally kanina eh awet sayo https://t.co/HgOwKcNSkR,,text,2023-03-16 10:00:26+00:00,,,123,0,0,0,330.0
2023-03-18 01:40:56.465729,https://twitter.com/ScopeMarkets_NG/status/1636306356670963714,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@ScopeMarkets_NG,Scope Markets Nigeria,"Currency pairs, shares, commodities, indices & more
👉 24/5 support
👉 Webinars & seminars 
FSC regulated, 000274/325 and 000274/324
*Trading involves risk",False,2020-01-20 13:01:21+00:00,12,163,,"The impact of the #news dragged global stocks lower, erasing Tuesday's gains. However, the #NASDAQ100 has maintained a 3-day rally amidst the turmoil as investors seek cover in tech stocks. #MarketUpdate",,text,2023-03-16 10:00:11+00:00,,,390,0,0,0,13.0
2023-03-18 01:40:56.465729,https://twitter.com/whoyeah57/status/1636295227421097984,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@whoyeah57,basti,🔞NSFW!🔞 big fan of english football club chelsea fc mlb team boston red sox nba team dallas mavericks f1 team scuderia ferrari,False,2013-10-18 12:07:11+00:00,2003,418,,@armsoforion oo nga ang hahaba ng rally. showdown si kath and denden,,text,2023-03-16 09:15:57+00:00,,,277790,0,0,0,28.0
2023-03-18 01:40:56.465729,https://twitter.com/juliiiyenn_/status/1636293709263437827,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@juliiiyenn_,MIKApitana,MR3 STAN SINCE '12💚💚💚,False,2012-05-27 07:58:09+00:00,595,783,,"ganda ng rally eh sabay challenge 
HAHAHA ENEBEYEN",,text,2023-03-16 09:09:55+00:00,,,2174,0,0,0,98.0
2023-03-18 01:40:56.465729,https://twitter.com/ikarolemmanuel/status/1636293322494078978,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@ikarolemmanuel,𝓴𝓪𝓻𝓸𝓵 👑,PINK IS IN!,False,2010-06-04 16:51:57+00:00,304,324,Somewhere Over The Rainbow,Ganda ng rally syet. Ang active ng ube gels ngayon ha.,,text,2023-03-16 09:08:23+00:00,,,10528,0,0,0,24.0
2023-03-18 01:40:56.465729,https://twitter.com/jema_deanna04/status/1636293079786475520,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@jema_deanna04,basha_,"📍4️⃣

— Izabella & Margarett 🥨
TYPO QUEEN 👑",False,2021-09-03 03:39:08+00:00,62,283,,"Haba ng rally tapos kung kailan papuntos na ng ube girls biglang nagchallenge hahhahaa inaaway nila deanna coaching staff nila hiningal ba naman sila ng malala 🤣🤣

#PVL2023",,text,2023-03-16 09:07:25+00:00,,,2857,0,0,0,725.0
2023-03-18 01:40:56.465729,https://twitter.com/0916thoughts/status/1636292926618865665,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@0916thoughts,randomthoughts,🇵🇭 in 🇸🇬,False,2023-01-16 04:55:44+00:00,3,0,,That loooong rally! But good Challenge Choco Mucho. Galing ng mata!,,text,2023-03-16 09:06:49+00:00,,,69,0,0,0,76.0
2023-03-18 01:40:56.465729,https://twitter.com/ktrnkaye_/status/1636292893588754433,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@ktrnkaye_,𝚔𝚊𝚝🍂,サンセット♡ꕥ | ψ | 🥀,False,2018-04-10 05:23:20+00:00,536,313,Quezon City,"Ganda ng mga rally

#PVL2023",,text,2023-03-16 09:06:41+00:00,,,60185,0,0,0,519.0
2023-03-18 01:40:56.465729,https://twitter.com/Galen_Kavindra/status/1636292836541992961,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@Galen_Kavindra,GK❤️ Yushan Z,Don't think too hard. Just have fun,False,2022-06-05 11:26:42+00:00,73,15,QC,Ganda ng rally haha,,text,2023-03-16 09:06:27+00:00,,,2943,0,0,0,7.0
2023-03-18 01:40:56.465729,https://twitter.com/xdyey_el/status/1636292820897267712,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@xdyey_el,☆,was @randomfaneyy,False,2022-06-16 12:47:06+00:00,64,28,,"Grabe nung rally. Apakahaba! Siguro if walang challenge aabot yan ng almost 1min. hahaha ako yung napagod kaloka
#PVL2023",,text,2023-03-16 09:06:24+00:00,,,5275,0,0,0,510.0
2023-03-18 01:40:56.465729,https://twitter.com/asulila_/status/1636292794682834944,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@asulila_,RESIGN OA NOW!!!,"‧̍̊˙· 𓆝.° ｡˚𓆛˚｡ °.𓆞 ·˙‧̍̊
always in all ways🚀",False,2022-02-01 14:25:08+00:00,191,180,loyola,good challenge tho pero ganda ng rally pota,,text,2023-03-16 09:06:17+00:00,,,7778,0,0,0,25.0
2023-03-18 01:40:56.465729,https://twitter.com/jamtallod/status/1636292671642673153,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@jamtallod,snow,Jeremiah 29:11,False,2012-02-28 03:01:09+00:00,318,526,"Sharjah, United Arab Emirates",ang lala ng mga rally! #PVL2023,,text,2023-03-16 09:05:48+00:00,,,7007,0,0,0,514.0
2023-03-18 01:40:56.465729,https://twitter.com/laurenbirada/status/1636292636184285184,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@laurenbirada,Lauren Michelle Birada,"I love you, LORD; you are my strength. (Psalms 18:1)",False,2020-05-12 14:28:18+00:00,115,195,,Why nag challenge ang ganda ng long rally eh. 😅,,text,2023-03-16 09:05:39+00:00,,,7569,0,0,0,22.0
2023-03-18 01:40:56.465729,https://twitter.com/_heyallyyy/status/1636292605582643202,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@_heyallyyy,ally ☻,"˚.*ೃ always and forever, @hannahkathleenp | oHannah ‘16 | fan account",False,2018-01-08 10:35:35+00:00,250,219,og,haba ng rally hahahshah,,text,2023-03-16 09:05:32+00:00,,,26156,0,0,0,30.0
2023-03-18 01:40:56.465729,https://twitter.com/donaMe24/status/1636292582165852163,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@donaMe24,DonaMe🐰,,False,2017-05-24 23:57:42+00:00,236,39,,ganda ng rally tapos biglang may buzzer #PVL2023,,text,2023-03-16 09:05:27+00:00,,,34798,0,0,0,438.0
2023-03-18 01:40:57.615967,https://twitter.com/mellarchieve/status/1636292540453339137,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@mellarchieve,;,multi stan acc,False,2020-06-12 13:14:41+00:00,196,313,at 24th,ganda ng rally 😩,,text,2023-03-16 09:05:17+00:00,,,47262,0,0,0,127.0
2023-03-18 01:40:57.615967,https://twitter.com/LilWayne_143/status/1636292537412616193,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@LilWayne_143,Wayne Francisco,i love Travel and Beaches! ✈️🚞🚢 🏖,False,2011-08-09 10:09:49+00:00,341,3868,Miami Florida/USA,ggrraabbeeee ung long rally graabbee defense ng both team #PVL2023,,text,2023-03-16 09:05:16+00:00,,,7416,0,0,0,381.0
2023-03-18 01:40:57.615967,https://twitter.com/rianlovesvb/status/1636292537303580672,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@rianlovesvb,Rian 🏐 | Fan Account,SATIRE ONLY • volleyball fan account 🇮🇹🇸🇮🇫🇷🇦🇷🇨🇳🇺🇲🇷🇺🇷🇸🦅💙 • swiftie • member of the lorde's church • aespa's winter on my pfp,False,2022-06-29 04:55:27+00:00,195,251,they/them,ano ba yan baket nag challenge!! ganda ng rally e hahahaah,,text,2023-03-16 09:05:16+00:00,,,8113,0,0,0,157.0
2023-03-18 01:40:57.615967,https://twitter.com/kkevinazucena/status/1636292514931171328,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@kkevinazucena,Kimboy,Happiness comes from your own action,False,2012-03-22 14:54:53+00:00,431,627,Bauan Batangas,Ganda ng rally pota,,text,2023-03-16 09:05:11+00:00,,,18494,0,0,0,36.0
2023-03-18 01:40:57.615967,https://twitter.com/czaczaree/status/1636292438854889472,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@czaczaree,🌸,,False,2017-10-24 08:40:51+00:00,37,60,,Yung ang haba na ng rally tapos biglang nagchallenge 😂 #PVL2023,,text,2023-03-16 09:04:52+00:00,,,18606,1,0,0,432.0
2023-03-18 01:40:57.615967,https://twitter.com/mybei14/status/1636292367958556673,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@mybei14,LetrangM,FOR THE LOVE OF THIRDY AND BDL 💜,False,2022-09-21 13:02:05+00:00,46,1,,"Grabe umuulan ng Long rally!!
So proud of you guys CMFT 💜",,text,2023-03-16 09:04:36+00:00,,,194,0,0,0,151.0
2023-03-18 01:40:57.615967,https://twitter.com/janine_samonte/status/1636292365618155521,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@janine_samonte,Janine Samonte,,False,2022-03-01 15:28:54+00:00,24,2,"Bulacan, Rehiyon ng Gitnang Lu",Bwisit ganda ng long rally #PVL2023,,text,2023-03-16 09:04:35+00:00,,,96,0,0,0,351.0
2023-03-18 01:40:57.615967,https://twitter.com/marengivan/status/1636292326300712960,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@marengivan,ivan tired modelo,This user is recognizing Maria Leonora G. Robredo as his president of the Republic of the PH 🇵🇭,False,2016-03-12 04:16:29+00:00,4744,1766,"major homes, asia1",potahhhhhh ang ganda na ng rally eh! 🤣 #PVL2023,,text,2023-03-16 09:04:26+00:00,,,119016,0,0,0,386.0
2023-03-18 01:40:57.615967,https://twitter.com/purplfour/status/1636292286526148610,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@purplfour,\ s \ k \ y / l /a /,Go Ateneo! One Big Fight! 🙏🦅💙,False,2017-01-21 07:45:03+00:00,278,304,Pilipinas ,Shuta sobrang haba ng rally. Ohsya.kbye.,,text,2023-03-16 09:04:16+00:00,,,68070,0,0,0,36.0
2023-03-18 01:40:57.615967,https://twitter.com/gompringles/status/1636292283527233542,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@gompringles,💬,,False,2020-09-03 12:45:24+00:00,716,334,,Ang habaaaaaa ng rally na yorn!!!!,,text,2023-03-16 09:04:15+00:00,,,23572,0,0,0,38.0
2023-03-18 01:40:57.615967,https://twitter.com/arunaesmerey/status/1636292251398860800,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@arunaesmerey,ray,multi stan,False,2022-06-30 09:32:32+00:00,62,65,,SHUTA ANG TAGAL NG RALLY NA YON,,text,2023-03-16 09:04:08+00:00,,,13597,0,0,0,16.0
2023-03-18 01:40:57.615967,https://twitter.com/allanflores72ph/status/1636291994980085762,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@allanflores72ph,Lanz Rolf,,False,2014-01-12 12:28:15+00:00,78,16,Caloocan City,@IntrovertNezuko @jaymazingwalk lutang ka di mo narinig si lola ang experience nya yung rally nila sa edsa… wag mo sabihin sumama si lola sa hawaii at morocco para malaman nya ang story ng mga marcos… ano sya aswang nahahati ang katawan? 🤪🤣🤣🤣 lutang na kayo mga gunggong pa kayo 🤪🤣🤣🤣hahahaha,,text,2023-03-16 09:03:07+00:00,,,1351,0,0,0,59.0
2023-03-18 01:40:57.615967,https://twitter.com/chakaDORA_/status/1636291536563634176,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@chakaDORA_,ANO BAYON?!!,KAY LENI TAYO💗 | ADIK KAY LANCE DE CASTRO | JIAN SALARZON | ABAI LLENOS,False,2017-11-06 11:54:43+00:00,225,156,,oh baka atakihin ako ng IBANG D fans dyan na ayaw nakcriticize idol nila. I'm just stating my observation HAHAHAHAHAHHAA expected na ng opponents na pag long rally kay Kat lagi ang bigay kaya dapat pag ganern at nasa likod pa si Kat lituhin muna mga defenders sa kabila.,,text,2023-03-16 09:01:17+00:00,,,28174,0,0,0,40.0
2023-03-18 01:40:57.615967,https://twitter.com/KumpurupuruVbal/status/1636290661111713798,00,John Wick,REDT,Redtagging of rallyists,rally ng rally since:2016-01-01 until:2023-03-17,@KumpurupuruVbal,QueeNing,All about Anything,False,2021-08-24 23:44:37+00:00,79,6,secret ,"ganda ng rally kaso shutaka anteh deanna HAHHAHAHHA may dos ka
#PVL2023",,text,2023-03-16 08:57:49+00:00,,,1306,1,0,0,642.0
